FrameCnt,focal_length,datetime,OSD.latitude,OSD.longitude,OSD.xSpeed [MPH],OSD.ySpeed [MPH],OSD.zSpeed [MPH],OSD.directionOfTravel,OSD.pitch,OSD.roll,OSD.yaw,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,HOME.longitude,HOME.latitude,adjusted height,Drone type
377,250.0,2023-10-15 17:16:45,33.2626946415879,126.179105599756,9.395148,-4.47388,0.0,8.6,-27.9,-1.5,-14.2,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.01064,Mavic 2
378,250.0,2023-10-15 17:16:45,33.262696588177704,126.1791044854415,9.506995,-4.47388,0.0,8.7,-18.15,-0.30000000000000004,-14.35,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.01064,Mavic 2
379,250.0,2023-10-15 17:16:45,33.2626985347675,126.179103371127,9.618842,-4.47388,0.0,8.8,-8.4,0.9,-14.5,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.01064,Mavic 2
380,250.0,2023-10-15 17:16:45,33.26269987259707,126.179102626995,9.469712666666668,-4.324750666666667,-0.37282333333333334,8.733333333333334,-0.7333333333333334,1.7,-14.433333333333334,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.01064,Mavic 2
381,250.0,2023-10-15 17:16:45,33.262701210426634,126.179101882863,9.320583333333333,-4.175621333333334,-0.7456466666666667,8.666666666666666,6.933333333333334,2.5,-14.366666666666667,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.01064,Mavic 2
382,250.0,2023-10-15 17:16:45,33.2627025482562,126.179101138731,9.171454,-4.026492,-1.11847,8.6,14.6,3.3,-14.3,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.01064,Mavic 2
383,250.0,2023-10-15 17:16:45,33.26270369731637,126.17910052279133,8.724066,-3.802798,-1.2675993333333333,8.5,15.4,3.533333333333333,-14.200000000000001,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.04112,Mavic 2
384,250.0,2023-10-15 17:16:45,33.26270484637653,126.17909990685168,8.276678,-3.579104,-1.4167286666666667,8.4,16.2,3.7666666666666666,-14.1,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.0716,Mavic 2
385,250.0,2023-10-15 17:16:45,33.2627059954367,126.179099290912,7.82929,-3.35541,-1.565858,8.3,17.0,4.0,-14.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
386,250.0,2023-10-15 17:16:45,33.262706882038934,126.17909894922734,7.605596,-3.206280666666667,-1.4167286666666667,7.500000000000001,15.133333333333333,3.7,-14.066666666666666,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
387,250.0,2023-10-15 17:16:45,33.262707768641164,126.17909860754267,7.381902,-3.057151333333333,-1.2675993333333333,6.7,13.266666666666667,3.4,-14.133333333333333,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
388,250.0,2023-10-15 17:16:45,33.2627086552434,126.179098265858,7.158208,-2.908022,-1.11847,5.9,11.4,3.1,-14.2,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
389,250.0,2023-10-15 17:16:45,33.2627095613669,126.179097823848,6.934514,-2.7588926666666667,-0.894776,6.433333333333334,10.533333333333333,2.8000000000000003,-14.233333333333333,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
390,250.0,2023-10-15 17:16:45,33.2627104674904,126.179097381838,6.71082,-2.6097633333333334,-0.671082,6.966666666666667,9.666666666666668,2.5,-14.266666666666667,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
391,250.0,2023-10-15 17:16:45,33.2627113736139,126.179096939828,6.487126,-2.460634,-0.447388,7.5,8.8,2.2,-14.3,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
392,250.0,2023-10-15 17:16:45,33.262712380394234,126.179096638743,6.337996666666666,-2.311504666666667,-0.29825866666666667,6.533333333333333,8.166666666666668,2.066666666666667,-14.366666666666667,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
393,250.0,2023-10-15 17:16:45,33.262713387174564,126.179096337658,6.1888673333333335,-2.1623753333333333,-0.14912933333333334,5.566666666666666,7.533333333333334,1.9333333333333333,-14.433333333333334,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
394,250.0,2023-10-15 17:16:45,33.2627143939549,126.179096036573,6.039738,-2.013246,0.0,4.6,6.9,1.8,-14.5,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
395,250.0,2023-10-15 17:16:45,33.26271515563853,126.17909571740167,5.816044,-1.9386813333333335,0.0,5.233333333333333,6.033333333333333,1.8,-14.533333333333333,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
396,250.0,2023-10-15 17:16:45,33.26271591732217,126.17909539823033,5.59235,-1.8641166666666666,0.0,5.866666666666666,5.166666666666667,1.8,-14.566666666666666,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
397,250.0,2023-10-15 17:16:46,33.2627166790058,126.179095079059,5.368656,-1.789552,0.0,6.5,4.3,1.8,-14.6,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
398,250.0,2023-10-15 17:16:46,33.262717627621434,126.179094817372,5.294091333333333,-1.7149873333333334,0.0,5.733333333333333,3.533333333333333,1.7,-14.666666666666666,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
399,250.0,2023-10-15 17:16:46,33.26271857623706,126.179094555685,5.219526666666666,-1.6404226666666666,0.0,4.966666666666667,2.7666666666666666,1.6,-14.733333333333334,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
400,250.0,2023-10-15 17:16:46,33.2627195248527,126.179094293998,5.144962,-1.565858,0.0,4.2,2.0,1.5,-14.8,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
401,250.0,2023-10-15 17:16:46,33.262720186725964,126.17909407241933,4.995832666666667,-1.4167286666666667,0.0,4.533333333333333,1.4666666666666668,1.3,-14.8,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
402,250.0,2023-10-15 17:16:46,33.26272084859924,126.17909385084067,4.846703333333333,-1.2675993333333333,0.0,4.866666666666667,0.9333333333333333,1.1,-14.8,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
403,250.0,2023-10-15 17:16:46,33.2627215104725,126.179093629262,4.697574,-1.11847,0.0,5.2,0.4,0.9,-14.8,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
404,250.0,2023-10-15 17:16:46,33.2627222409158,126.17909333025366,4.623009333333334,-1.11847,0.0,5.566666666666666,-0.033333333333333326,0.9333333333333333,-14.833333333333334,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
405,250.0,2023-10-15 17:16:46,33.2627229713591,126.17909303124533,4.548444666666667,-1.11847,0.0,5.933333333333334,-0.4666666666666667,0.9666666666666667,-14.866666666666667,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
406,250.0,2023-10-15 17:16:46,33.2627237018024,126.179092732237,4.47388,-1.11847,0.0,6.3,-0.9,1.0,-14.9,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
407,250.0,2023-10-15 17:16:46,33.26272428119277,126.179092576285,4.324750666666667,-1.0439053333333335,0.0,5.566666666666666,-1.4333333333333333,1.3666666666666667,-14.9,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
408,250.0,2023-10-15 17:16:46,33.262724860583134,126.17909242033299,4.175621333333334,-0.9693406666666667,0.0,4.833333333333333,-1.9666666666666668,1.7333333333333334,-14.9,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
409,250.0,2023-10-15 17:16:46,33.2627254399735,126.179092264381,4.026492,-0.894776,0.0,4.1,-2.5,2.1,-14.9,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
410,250.0,2023-10-15 17:16:46,33.26272598887683,126.17909209520533,3.9519273333333333,-0.8202113333333333,0.0,4.333333333333333,-2.933333333333333,2.5,-14.933333333333334,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
411,250.0,2023-10-15 17:16:46,33.26272653778017,126.17909192602967,3.877362666666667,-0.7456466666666667,0.0,4.566666666666666,-3.3666666666666667,2.9,-14.966666666666667,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
412,250.0,2023-10-15 17:16:46,33.2627270866835,126.179091756854,3.802798,-0.671082,0.0,4.8,-3.8,3.3,-15.0,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
413,250.0,2023-10-15 17:16:46,33.2627276057852,126.17909167964267,3.7282333333333333,-0.5219526666666666,0.0,3.9666666666666663,-4.1,3.6333333333333333,-15.0,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
414,250.0,2023-10-15 17:16:46,33.2627281248869,126.17909160243134,3.653668666666667,-0.37282333333333334,0.0,3.133333333333333,-4.4,3.9666666666666663,-15.0,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
415,250.0,2023-10-15 17:16:46,33.2627286439886,126.17909152522,3.579104,-0.223694,0.0,2.3,-4.7,4.3,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
416,250.0,2023-10-15 17:16:46,33.262729154215265,126.179091510521,3.579104,-0.14912933333333334,0.0,1.6666666666666665,-4.9,4.466666666666667,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
417,250.0,2023-10-15 17:16:46,33.262729664441935,126.179091495822,3.579104,-0.07456466666666667,0.0,1.0333333333333332,-5.1,4.633333333333333,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
418,250.0,2023-10-15 17:16:46,33.2627301746686,126.179091481123,3.579104,0.0,0.0,0.4,-5.3,4.8,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
419,250.0,2023-10-15 17:16:46,33.26273065957053,126.17909150429166,3.5045393333333332,0.0,0.0,120.00000000000001,-5.433333333333334,4.766666666666667,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
420,250.0,2023-10-15 17:16:46,33.26273114447247,126.17909152746033,3.429974666666667,0.0,0.0,239.60000000000002,-5.566666666666666,4.733333333333333,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
421,250.0,2023-10-15 17:16:46,33.2627316293744,126.179091550629,3.35541,0.0,0.0,359.2,-5.7,4.7,-15.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
422,250.0,2023-10-15 17:16:46,33.26273212880667,126.179091597677,3.35541,0.14912933333333334,0.0,358.96666666666664,-5.8,4.466666666666667,-14.966666666666667,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
423,250.0,2023-10-15 17:16:46,33.26273262823893,126.17909164472499,3.35541,0.29825866666666667,0.0,358.73333333333335,-5.9,4.233333333333333,-14.933333333333334,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
424,250.0,2023-10-15 17:16:46,33.2627331276712,126.179091691773,3.35541,0.447388,0.0,358.5,-6.0,4.0,-14.9,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
425,250.0,2023-10-15 17:16:46,33.262733821321646,126.179091862178,3.243563,0.5592349999999999,0.0,357.3,-6.05,3.6,-14.9,-89.95,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
426,250.0,2023-10-15 17:16:46,33.2627345149721,126.179092032583,3.131716,0.671082,0.0,356.1,-6.1,3.2,-14.9,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
427,250.0,2023-10-15 17:16:47,33.262734919036404,126.1790921793,3.131716,0.7456466666666667,0.0,355.5,-6.133333333333333,2.966666666666667,-14.9,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
428,250.0,2023-10-15 17:16:47,33.2627353231007,126.179092326017,3.131716,0.8202113333333333,0.0,354.90000000000003,-6.166666666666667,2.7333333333333334,-14.9,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
429,250.0,2023-10-15 17:16:47,33.262735727165,126.179092472734,3.131716,0.894776,0.0,354.3,-6.2,2.5,-14.9,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
430,250.0,2023-10-15 17:16:47,33.2627361610881,126.17909265557067,3.057151333333333,0.9693406666666667,0.0,354.0,-6.266666666666667,2.3,-14.866666666666667,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
431,250.0,2023-10-15 17:16:47,33.262736595011205,126.17909283840733,2.9825866666666667,1.0439053333333335,0.0,353.7,-6.333333333333334,2.1,-14.833333333333334,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
432,250.0,2023-10-15 17:16:47,33.2627370289343,126.179093021244,2.908022,1.11847,0.0,353.4,-6.4,1.9,-14.8,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
433,250.0,2023-10-15 17:16:47,33.2627373477058,126.179093236921,2.908022,1.1930346666666667,0.0,352.09999999999997,-6.5,1.8333333333333333,-14.8,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
434,250.0,2023-10-15 17:16:47,33.2627376664773,126.179093452598,2.908022,1.2675993333333333,0.0,350.8,-6.6000000000000005,1.7666666666666666,-14.8,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
435,250.0,2023-10-15 17:16:47,33.2627379852488,126.179093668275,2.908022,1.342164,0.0,349.5,-6.7,1.7,-14.8,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
436,250.0,2023-10-15 17:16:47,33.26273838472123,126.179093905263,2.833457333333333,1.342164,0.0,349.93333333333334,-6.8,1.6666666666666667,-14.766666666666667,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
437,250.0,2023-10-15 17:16:47,33.262738784193665,126.179094142251,2.7588926666666667,1.342164,0.0,350.3666666666667,-6.9,1.6333333333333333,-14.733333333333333,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
438,250.0,2023-10-15 17:16:47,33.2627391836661,126.179094379239,2.684328,1.342164,0.0,350.8,-7.0,1.6,-14.7,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
439,250.0,2023-10-15 17:16:47,33.262739471653596,126.17909466179967,2.684328,1.4167286666666665,0.0,348.8666666666667,-7.066666666666666,1.5666666666666667,-14.733333333333333,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
440,250.0,2023-10-15 17:16:47,33.2627397596411,126.17909494436034,2.684328,1.4912933333333334,0.0,346.93333333333334,-7.133333333333334,1.5333333333333334,-14.766666666666667,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
441,250.0,2023-10-15 17:16:47,33.2627400476286,126.179095226921,2.684328,1.565858,0.0,345.0,-7.2,1.5,-14.8,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
442,250.0,2023-10-15 17:16:47,33.26274041644263,126.17909551265068,2.6097633333333334,1.6404226666666666,0.0,346.0,-7.233333333333333,1.4666666666666666,-14.766666666666667,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
443,250.0,2023-10-15 17:16:47,33.26274078525667,126.17909579838033,2.5351986666666666,1.7149873333333334,0.0,347.0,-7.266666666666667,1.4333333333333333,-14.733333333333333,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
444,250.0,2023-10-15 17:16:47,33.2627411540707,126.17909608411,2.460634,1.789552,0.0,348.0,-7.3,1.4,-14.7,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
445,250.0,2023-10-15 17:16:47,33.262741464252635,126.17909638197101,2.460634,1.789552,0.0,347.1,-7.366666666666666,1.2666666666666666,-14.7,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
446,250.0,2023-10-15 17:16:47,33.262741774434566,126.179096679832,2.460634,1.789552,0.0,346.2,-7.433333333333334,1.1333333333333333,-14.7,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
447,250.0,2023-10-15 17:16:47,33.2627420846165,126.179096977693,2.460634,1.789552,0.0,345.3,-7.5,1.0,-14.7,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
448,250.0,2023-10-15 17:16:47,33.262742428723165,126.17909730314834,2.460634,1.8641166666666666,0.0,345.3666666666667,-7.566666666666666,0.9,-14.666666666666666,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
449,250.0,2023-10-15 17:16:47,33.26274277282983,126.17909762860367,2.460634,1.9386813333333335,0.0,345.43333333333334,-7.633333333333334,0.7999999999999999,-14.633333333333333,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
450,250.0,2023-10-15 17:16:47,33.2627431169365,126.179097954059,2.460634,2.013246,0.0,345.5,-7.7,0.7,-14.6,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
451,250.0,2023-10-15 17:16:47,33.2627433873103,126.17909838940234,2.3860693333333334,2.013246,0.0,342.43333333333334,-7.766666666666667,0.5666666666666667,-14.6,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
452,250.0,2023-10-15 17:16:47,33.2627436576841,126.17909882474567,2.311504666666667,2.013246,0.0,339.3666666666667,-7.833333333333334,0.4333333333333333,-14.6,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
453,250.0,2023-10-15 17:16:47,33.2627439280579,126.179099260089,2.23694,2.013246,0.0,336.3,-7.9,0.3,-14.6,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
454,250.0,2023-10-15 17:16:47,33.262744248474235,126.17909962603534,2.23694,2.087810666666667,0.0,338.43333333333334,-7.966666666666667,0.2,-14.566666666666666,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
455,250.0,2023-10-15 17:16:47,33.26274456889057,126.17909999198166,2.23694,2.1623753333333333,0.0,340.56666666666666,-8.033333333333333,0.1,-14.533333333333333,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
456,250.0,2023-10-15 17:16:47,33.2627448893069,126.179100357928,2.23694,2.23694,0.0,342.7,-8.1,0.0,-14.5,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
457,250.0,2023-10-15 17:16:48,33.26274518781464,126.17910075245267,2.1623753333333333,2.23694,0.0,341.8333333333333,-8.166666666666666,-0.16666666666666666,-14.5,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
458,250.0,2023-10-15 17:16:48,33.262745486322366,126.17910114697733,2.087810666666667,2.23694,0.0,340.9666666666667,-8.233333333333334,-0.3333333333333333,-14.5,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
459,250.0,2023-10-15 17:16:48,33.2627457848301,126.179101541502,2.013246,2.23694,0.0,340.1,-8.3,-0.5,-14.5,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
460,250.0,2023-10-15 17:16:48,33.2627460850855,126.17910192979734,2.013246,2.23694,0.0,340.23333333333335,-8.333333333333334,-0.5333333333333333,-14.5,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
461,250.0,2023-10-15 17:16:48,33.2627463853409,126.17910231809266,2.013246,2.23694,0.0,340.3666666666667,-8.366666666666667,-0.5666666666666667,-14.5,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
462,250.0,2023-10-15 17:16:48,33.2627466855963,126.179102706388,2.013246,2.23694,0.0,340.5,-8.4,-0.6,-14.5,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
463,250.0,2023-10-15 17:16:48,33.26274692430656,126.179103154791,2.013246,2.23694,0.0,337.93333333333334,-8.433333333333334,-0.6333333333333333,-14.5,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
464,250.0,2023-10-15 17:16:48,33.26274716301683,126.179103603194,2.013246,2.23694,0.0,335.3666666666667,-8.466666666666667,-0.6666666666666666,-14.5,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
465,250.0,2023-10-15 17:16:48,33.2627474017271,126.179104051597,2.013246,2.23694,0.0,332.8,-8.5,-0.7,-14.5,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
466,250.0,2023-10-15 17:16:48,33.262747678474696,126.17910445568432,1.9386813333333335,2.311504666666667,0.0,334.6333333333333,-8.533333333333333,-0.7666666666666666,-14.5,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
467,250.0,2023-10-15 17:16:48,33.2627479552223,126.17910485977167,1.8641166666666666,2.3860693333333334,0.0,336.4666666666667,-8.566666666666666,-0.8333333333333334,-14.5,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
468,250.0,2023-10-15 17:16:48,33.2627482319699,126.179105263859,1.789552,2.460634,0.0,338.3,-8.6,-0.9,-14.5,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
469,250.0,2023-10-15 17:16:48,33.26274844282033,126.179105711497,1.789552,2.460634,0.0,335.5,-8.566666666666666,-1.5,-14.433333333333334,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
470,250.0,2023-10-15 17:16:48,33.26274865367077,126.179106159135,1.789552,2.460634,0.0,332.7,-8.533333333333333,-2.1,-14.366666666666667,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
471,250.0,2023-10-15 17:16:48,33.2627488645212,126.179106606773,1.789552,2.460634,0.0,329.9,-8.5,-2.7,-14.3,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
472,250.0,2023-10-15 17:16:48,33.2627491155222,126.17910701424833,1.789552,2.3860693333333334,0.0,331.96666666666664,-8.466666666666667,-3.466666666666667,-14.266666666666667,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
473,250.0,2023-10-15 17:16:48,33.2627493665232,126.17910742172367,1.789552,2.311504666666667,0.0,334.03333333333336,-8.433333333333334,-4.233333333333333,-14.233333333333333,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
474,250.0,2023-10-15 17:16:48,33.2627496175242,126.179107829199,1.789552,2.23694,0.0,336.1,-8.4,-5.0,-14.2,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
475,250.0,2023-10-15 17:16:48,33.2627499213266,126.179108468936,1.677705,2.23694,0.0,333.1,-9.8,-5.0,-14.149999999999999,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.1478,Mavic 2
476,250.0,2023-10-15 17:16:48,33.262750225129,126.179109108673,1.565858,2.23694,0.0,330.1,-11.2,-5.0,-14.1,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
477,250.0,2023-10-15 17:16:48,33.262750454152666,126.17910947653134,1.565858,2.1623753333333333,0.0,332.1666666666667,-13.033333333333333,-4.9,-14.0,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
478,250.0,2023-10-15 17:16:48,33.26275068317633,126.17910984438967,1.565858,2.087810666666667,0.0,334.23333333333335,-14.866666666666665,-4.8,-13.9,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
479,250.0,2023-10-15 17:16:48,33.2627509122,126.179110212248,1.565858,2.013246,0.0,336.3,-16.7,-4.7,-13.8,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
480,250.0,2023-10-15 17:16:48,33.2627511089779,126.179110596391,1.6404226666666666,1.9386813333333335,0.0,334.8333333333333,-18.766666666666666,-4.633333333333334,-13.700000000000001,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
481,250.0,2023-10-15 17:16:48,33.2627513057558,126.179110980534,1.7149873333333334,1.8641166666666666,0.0,333.3666666666667,-20.833333333333332,-4.566666666666666,-13.6,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
482,250.0,2023-10-15 17:16:48,33.2627515025337,126.179111364677,1.789552,1.789552,0.0,331.9,-22.9,-4.5,-13.5,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.19352,Mavic 2
483,250.0,2023-10-15 17:16:48,33.26275178705987,126.17911167488667,1.9386813333333335,1.7149873333333334,0.0,335.7333333333333,-24.23333333333333,-4.4,-13.466666666666667,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.16304,Mavic 2
484,250.0,2023-10-15 17:16:48,33.262752071586036,126.17911198509633,2.087810666666667,1.6404226666666666,0.0,339.56666666666666,-25.566666666666666,-4.3,-13.433333333333334,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.13256,Mavic 2
485,250.0,2023-10-15 17:16:48,33.2627523561122,126.179112295306,2.23694,1.565858,0.0,343.4,-26.9,-4.2,-13.4,-89.9,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
486,250.0,2023-10-15 17:16:48,33.26275265603627,126.179112567102,2.3860693333333334,1.4912933333333334,0.0,344.3,-27.133333333333333,-4.033333333333333,-13.433333333333334,-89.93333333333334,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
487,250.0,2023-10-15 17:16:49,33.26275295596033,126.179112838898,2.5351986666666666,1.4167286666666665,0.0,345.2,-27.366666666666667,-3.8666666666666667,-13.466666666666667,-89.96666666666667,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
488,250.0,2023-10-15 17:16:49,33.2627532558844,126.179113110694,2.684328,1.342164,0.0,346.1,-27.6,-3.7,-13.5,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
489,250.0,2023-10-15 17:16:49,33.26275368988733,126.179113338502,2.908022,1.2675993333333333,0.0,348.0,-27.533333333333335,-3.566666666666667,-13.533333333333333,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
490,250.0,2023-10-15 17:16:49,33.26275412389027,126.17911356631,3.131716,1.1930346666666667,0.0,349.90000000000003,-27.466666666666665,-3.433333333333333,-13.566666666666666,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
491,250.0,2023-10-15 17:16:49,33.2627545578932,126.179113794118,3.35541,1.11847,0.0,351.8,-27.4,-3.3,-13.6,-90.0,0.0,-10.7,126.181393527349,33.2632048905884,137.10208,Mavic 2
