32,2,1,1216.46,1719.82,85.73,194.37,0.92,-1,-1,-1
33,1,1,495.67,549.27,146.41,268.07,0.93,-1,-1,-1
33,2,1,1217.01,1718.92,86.06,194.39,0.92,-1,-1,-1
34,1,1,495.92,548.27,146.07,268.02,0.92,-1,-1,-1
34,2,1,1217.57,1718.59,86.35,194.40,0.93,-1,-1,-1
35,1,1,496.21,547.03,145.57,267.55,0.92,-1,-1,-1
35,2,1,1218.13,1718.48,86.61,194.40,0.93,-1,-1,-1
36,1,1,496.47,545.92,145.07,266.71,0.92,-1,-1,-1
36,2,1,1218.26,1718.44,86.85,194.40,0.93,-1,-1,-1
37,1,1,496.96,545.30,144.55,265.72,0.92,-1,-1,-1
37,2,1,1218.84,1717.55,87.62,196.19,0.93,-1,-1,-1
38,1,1,497.19,544.43,144.26,265.13,0.92,-1,-1,-1
38,2,1,1219.44,1717.22,88.02,196.86,0.92,-1,-1,-1
39,1,1,496.60,542.80,145.07,266.70,0.92,-1,-1,-1
39,2,1,1219.96,1717.99,87.54,195.32,0.92,-1,-1,-1
40,1,1,496.30,541.54,145.52,267.53,0.92,-1,-1,-1
40,2,1,1220.91,1718.30,87.59,194.73,0.92,-1,-1,-1
41,1,1,495.93,541.10,145.77,268.28,0.92,-1,-1,-1
41,2,1,1220.82,1717.53,88.47,196.29,0.92,-1,-1,-1
42,1,1,496.26,540.97,144.47,265.90,0.92,-1,-1,-1
42,2,1,1221.17,1717.25,88.88,196.88,0.91,-1,-1,-1
43,1,1,496.28,541.40,144.19,265.43,0.92,-1,-1,-1
43,2,1,1221.62,1718.03,89.25,197.10,0.91,-1,-1,-1
43,4,0,2772.67,367.27,22.07,50.35,0.64,-1,-1,-1
44,1,1,496.30,541.59,144.07,265.27,0.92,-1,-1,-1
44,2,1,1222.66,1717.45,89.40,197.17,0.91,-1,-1,-1
44,4,0,2772.96,367.47,21.48,49.01,0.62,-1,-1,-1
45,1,1,495.55,541.24,144.20,265.21,0.92,-1,-1,-1
45,2,1,1223.79,1718.12,88.82,195.41,0.91,-1,-1,-1
45,4,0,2773.17,365.95,21.07,48.03,0.60,-1,-1,-1
45,5,0,2704.37,342.50,29.07,42.93,0.59,-1,-1,-1
46,1,1,495.43,541.13,143.50,262.96,0.92,-1,-1,-1
46,2,1,1223.76,1717.49,88.58,194.73,0.91,-1,-1,-1
46,4,0,2773.00,365.74,21.41,48.79,0.62,-1,-1,-1
46,5,0,2703.24,341.24,29.22,43.14,0.64,-1,-1,-1
47,1,1,498.31,541.56,142.32,261.23,0.91,-1,-1,-1
47,2,1,1224.12,1718.15,87.71,192.69,0.91,-1,-1,-1
47,4,0,2773.14,365.46,21.12,48.09,0.61,-1,-1,-1
47,5,0,2702.70,338.98,29.62,43.73,0.63,-1,-1,-1
48,1,1,501.93,542.63,140.83,259.70,0.91,-1,-1,-1
48,2,1,1223.83,1717.51,87.28,191.93,0.91,-1,-1,-1
48,4,0,2773.57,365.14,20.27,45.94,0.60,-1,-1,-1
48,5,0,2701.39,337.56,30.07,44.42,0.60,-1,-1,-1
49,1,1,504.72,543.50,139.19,258.25,0.91,-1,-1,-1
49,2,1,1223.72,1717.27,87.08,191.66,0.91,-1,-1,-1
49,4,0,2773.48,363.61,20.43,46.17,0.62,-1,-1,-1
49,5,0,2700.77,336.66,30.62,45.11,0.61,-1,-1,-1
50,1,1,505.87,542.26,139.23,260.20,0.90,-1,-1,-1
50,2,1,1224.58,1717.18,86.97,191.57,0.91,-1,-1,-1
50,4,0,2774.56,360.54,22.00,49.08,0.60,-1,-1,-1
50,5,0,2699.51,336.06,31.08,45.69,0.61,-1,-1,-1
51,1,1,507.42,541.80,138.30,260.06,0.90,-1,-1,-1
51,2,1,1224.62,1716.26,87.47,193.34,0.91,-1,-1,-1
51,4,0,2772.87,359.91,23.12,51.01,0.60,-1,-1,-1
51,5,0,2699.68,335.09,30.05,44.14,0.60,-1,-1,-1
52,1,1,507.40,540.52,138.22,261.14,0.91,-1,-1,-1
52,2,1,1225.09,1715.92,87.63,194.01,0.91,-1,-1,-1
52,4,0,2771.95,358.60,24.07,52.64,0.62,-1,-1,-1
52,5,0,2699.88,334.79,29.48,43.54,0.62,-1,-1,-1
53,1,1,506.48,538.05,138.61,263.12,0.91,-1,-1,-1
53,2,1,1225.67,1715.80,87.74,194.27,0.92,-1,-1,-1
53,4,0,2772.46,359.91,22.70,49.71,0.61,-1,-1,-1
53,5,0,2699.38,334.73,28.61,42.40,0.61,-1,-1,-1
54,1,1,506.24,536.46,138.52,264.10,0.91,-1,-1,-1
54,2,1,1225.84,1716.65,86.96,192.58,0.92,-1,-1,-1
54,4,0,2772.36,360.72,22.76,48.99,0.62,-1,-1,-1
54,5,0,2699.94,334.52,28.71,42.44,0.61,-1,-1,-1
55,1,1,505.96,535.44,138.36,264.91,0.91,-1,-1,-1
55,2,1,1225.61,1716.09,87.22,193.73,0.92,-1,-1,-1
55,4,0,2772.21,360.58,23.00,48.72,0.63,-1,-1,-1
55,5,0,2699.43,333.22,28.39,42.12,0.62,-1,-1,-1
55,6,0,3117.90,587.05,28.21,37.39,0.54,-1,-1,-1
56,1,1,505.78,535.08,137.99,265.22,0.91,-1,-1,-1
56,2,1,1225.90,1715.88,87.44,194.17,0.92,-1,-1,-1
56,4,0,2770.53,362.36,22.75,47.27,0.61,-1,-1,-1
56,5,0,2698.92,331.52,28.95,43.25,0.60,-1,-1,-1
56,6,0,3117.42,587.46,29.16,38.73,0.48,-1,-1,-1
57,1,1,504.95,534.08,138.02,265.77,0.91,-1,-1,-1
57,2,1,1226.84,1715.81,86.72,192.55,0.92,-1,-1,-1
57,4,0,2771.83,363.27,22.42,46.73,0.57,-1,-1,-1
57,5,0,2698.97,331.03,28.71,43.11,0.59,-1,-1,-1
57,6,0,3118.51,588.11,31.08,41.24,0.44,-1,-1,-1
58,1,1,504.34,532.84,138.15,266.41,0.91,-1,-1,-1
58,2,1,1227.57,1715.79,86.58,191.94,0.92,-1,-1,-1
58,4,0,2774.62,364.52,21.32,44.28,0.50,-1,-1,-1
58,5,0,2696.94,328.53,29.16,44.52,0.56,-1,-1,-1
58,6,0,3117.31,587.60,34.84,46.41,0.48,-1,-1,-1
59,1,1,503.13,531.06,138.81,267.98,0.91,-1,-1,-1
59,2,1,1227.45,1714.89,87.29,193.50,0.91,-1,-1,-1
59,4,0,2777.77,365.46,20.38,41.99,0.46,-1,-1,-1
59,5,0,2696.31,326.63,29.11,45.15,0.59,-1,-1,-1
59,6,0,3116.19,586.95,37.54,50.02,0.40,-1,-1,-1
60,1,1,502.24,529.53,139.04,268.57,0.91,-1,-1,-1
60,2,1,1228.18,1715.45,86.88,192.31,0.92,-1,-1,-1
60,4,0,2779.19,366.02,19.45,40.73,0.41,-1,-1,-1
60,5,0,2695.21,324.84,29.07,45.83,0.62,-1,-1,-1
60,6,0,3114.83,586.47,40.35,53.98,0.43,-1,-1,-1
61,1,1,502.65,528.76,138.98,268.99,0.91,-1,-1,-1
61,2,1,1228.34,1715.67,86.91,191.86,0.92,-1,-1,-1
61,4,0,2779.21,365.75,20.03,41.70,0.51,-1,-1,-1
61,5,0,2694.85,324.09,28.98,46.86,0.58,-1,-1,-1
62,1,1,503.44,528.73,138.58,268.92,0.91,-1,-1,-1
62,2,1,1228.32,1715.76,87.05,191.70,0.92,-1,-1,-1
62,4,0,2779.08,365.65,20.50,42.51,0.56,-1,-1,-1
62,5,0,2694.37,322.63,29.66,49.33,0.61,-1,-1,-1
63,1,1,503.78,529.64,137.90,267.98,0.91,-1,-1,-1
63,2,1,1228.25,1716.69,87.22,191.64,0.92,-1,-1,-1
63,4,0,2780.87,365.83,20.54,42.39,0.59,-1,-1,-1
63,5,0,2695.32,321.67,29.43,50.26,0.59,-1,-1,-1
64,1,1,503.97,530.02,137.53,267.61,0.91,-1,-1,-1
64,2,1,1228.15,1717.04,87.39,191.63,0.92,-1,-1,-1
64,4,0,2781.49,365.89,20.62,42.36,0.60,-1,-1,-1
64,5,0,2695.91,321.01,28.95,50.71,0.57,-1,-1,-1
65,1,1,503.21,529.52,137.72,268.13,0.91,-1,-1,-1
65,2,1,1228.09,1716.28,88.38,193.41,0.92,-1,-1,-1
65,4,0,2783.84,366.58,19.95,40.56,0.54,-1,-1,-1
65,5,0,2695.50,320.03,28.31,50.75,0.57,-1,-1,-1
65,8,0,2774.26,924.89,24.28,58.32,0.57,-1,-1,-1
66,1,1,503.09,529.12,137.45,267.66,0.91,-1,-1,-1
66,2,1,1228.02,1715.99,88.84,194.09,0.92,-1,-1,-1
66,4,0,2782.61,366.84,20.20,40.82,0.50,-1,-1,-1
66,5,0,2695.68,319.15,27.43,50.20,0.55,-1,-1,-1
66,8,0,2777.79,925.32,21.52,51.65,0.44,-1,-1,-1
67,1,1,502.98,529.22,137.03,266.80,0.91,-1,-1,-1
67,2,1,1228.38,1715.88,89.09,194.34,0.92,-1,-1,-1
67,4,0,2782.12,366.92,20.37,40.92,0.42,-1,-1,-1
67,5,0,2695.81,317.97,26.99,50.41,0.61,-1,-1,-1
68,1,1,502.83,529.50,136.66,265.80,0.91,-1,-1,-1
68,2,1,1228.47,1715.84,89.26,194.43,0.92,-1,-1,-1
68,4,0,2780.27,368.29,20.12,40.08,0.40,-1,-1,-1
68,5,0,2697.06,318.00,26.22,49.81,0.63,-1,-1,-1
69,1,1,502.64,530.29,136.36,264.75,0.91,-1,-1,-1
69,2,1,1228.47,1715.83,89.39,194.46,0.92,-1,-1,-1
69,5,0,2696.71,318.17,25.83,49.89,0.63,-1,-1,-1
70,1,1,501.51,529.71,137.02,265.26,0.91,-1,-1,-1
70,2,1,1228.42,1715.83,89.50,194.47,0.92,-1,-1,-1
70,5,0,2697.07,318.38,24.70,48.25,0.64,-1,-1,-1
71,1,1,500.69,531.06,137.19,264.34,0.92,-1,-1,-1
71,2,1,1228.31,1715.83,89.72,194.46,0.92,-1,-1,-1
71,5,0,2697.37,318.39,23.98,47.27,0.61,-1,-1,-1
72,1,1,500.53,531.14,137.87,264.89,0.92,-1,-1,-1
72,2,1,1229.00,1716.72,89.21,192.67,0.91,-1,-1,-1
72,5,0,2696.53,318.09,23.84,47.47,0.56,-1,-1,-1
73,1,1,500.93,530.94,138.10,264.88,0.92,-1,-1,-1
73,2,1,1229.16,1717.95,89.19,191.99,0.91,-1,-1,-1
73,5,0,2697.33,317.88,23.36,47.43,0.56,-1,-1,-1
74,1,1,501.21,531.54,137.95,264.21,0.92,-1,-1,-1
74,2,1,1228.72,1717.52,90.17,193.53,0.91,-1,-1,-1
74,5,0,2697.88,318.95,22.71,46.30,0.61,-1,-1,-1
74,9,0,3114.98,1095.12,22.16,46.98,0.64,-1,-1,-1
75,1,1,501.66,532.67,137.67,263.07,0.92,-1,-1,-1
75,2,1,1228.48,1717.35,90.69,194.11,0.92,-1,-1,-1
75,5,0,2697.57,317.23,23.52,48.47,0.48,-1,-1,-1
75,9,0,3115.12,1093.36,22.71,48.22,0.62,-1,-1,-1
75,10,0,2832.52,900.45,21.16,51.57,0.59,-1,-1,-1
76,1,1,501.43,532.20,137.93,263.10,0.92,-1,-1,-1
76,2,1,1227.87,1717.28,91.01,194.33,0.91,-1,-1,-1
76,5,0,2696.58,314.52,23.81,49.59,0.36,-1,-1,-1
76,9,0,3115.18,1092.76,22.88,48.64,0.63,-1,-1,-1
76,10,0,2833.18,903.07,19.83,48.22,0.55,-1,-1,-1
77,1,1,501.48,532.24,138.21,263.34,0.92,-1,-1,-1
77,2,1,1227.57,1718.14,91.25,194.41,0.91,-1,-1,-1
77,9,0,3117.21,1092.12,22.88,48.74,0.59,-1,-1,-1
77,10,0,2830.98,903.37,19.88,48.22,0.56,-1,-1,-1
78,1,1,501.36,531.36,138.59,263.89,0.92,-1,-1,-1
78,2,1,1227.40,1718.47,91.44,194.44,0.91,-1,-1,-1
78,9,0,3117.91,1091.94,22.83,48.75,0.61,-1,-1,-1
78,10,0,2830.33,903.92,19.96,48.29,0.52,-1,-1,-1
79,1,1,501.74,531.25,137.89,262.09,0.92,-1,-1,-1
79,2,1,1227.31,1718.58,92.46,196.23,0.90,-1,-1,-1
79,9,0,3118.14,1092.86,22.76,48.73,0.60,-1,-1,-1
79,10,0,2829.75,902.57,20.82,50.33,0.54,-1,-1,-1
80,1,1,502.05,531.21,137.29,260.52,0.92,-1,-1,-1
80,2,1,1227.17,1717.73,93.06,196.90,0.90,-1,-1,-1
80,9,0,3118.21,1093.68,22.68,48.71,0.66,-1,-1,-1
80,10,0,2829.21,899.75,21.85,52.91,0.55,-1,-1,-1
81,1,1,502.36,532.32,136.68,258.83,0.92,-1,-1,-1
81,2,1,1227.86,1717.40,93.56,197.14,0.90,-1,-1,-1
81,9,0,3117.85,1092.61,23.39,50.54,0.66,-1,-1,-1
81,10,0,2829.39,900.09,21.51,52.02,0.56,-1,-1,-1
81,11,0,3142.80,1096.34,27.00,51.30,0.60,-1,-1,-1
82,1,1,502.02,532.51,136.91,258.88,0.92,-1,-1,-1
82,2,1,1227.58,1717.27,93.94,197.22,0.90,-1,-1,-1
82,9,0,3119.92,1093.57,22.80,49.40,0.62,-1,-1,-1
82,10,0,2830.01,901.16,20.35,48.88,0.54,-1,-1,-1
82,11,0,3146.54,1097.27,23.69,45.06,0.54,-1,-1,-1
83,1,1,502.52,532.58,136.65,258.03,0.92,-1,-1,-1
83,2,1,1227.82,1718.12,94.27,197.24,0.90,-1,-1,-1
83,9,0,3120.53,1091.68,22.90,49.84,0.61,-1,-1,-1
83,10,0,2830.41,902.05,19.64,46.76,0.55,-1,-1,-1
83,11,0,3147.77,1095.34,22.59,43.02,0.56,-1,-1,-1
84,1,1,502.39,533.28,136.30,257.05,0.92,-1,-1,-1
84,2,1,1227.42,1721.11,93.57,195.45,0.89,-1,-1,-1
84,9,0,3121.32,1093.24,21.77,47.30,0.61,-1,-1,-1
84,10,0,2830.33,902.36,19.85,46.95,0.56,-1,-1,-1
84,11,0,3147.76,1095.37,22.87,43.68,0.58,-1,-1,-1
85,1,1,502.19,533.76,136.02,256.04,0.92,-1,-1,-1
85,2,1,1228.06,1722.23,93.51,194.77,0.90,-1,-1,-1
85,9,0,3121.20,1093.85,22.10,48.15,0.63,-1,-1,-1
85,10,0,2832.10,902.47,20.01,47.03,0.58,-1,-1,-1
85,11,0,3149.24,1096.38,23.91,45.93,0.60,-1,-1,-1
86,1,1,502.12,533.93,136.34,256.58,0.92,-1,-1,-1
86,2,1,1227.35,1722.64,94.48,196.30,0.90,-1,-1,-1
86,9,0,3121.34,1094.52,21.82,47.56,0.61,-1,-1,-1
86,10,0,2832.72,903.42,20.15,47.08,0.59,-1,-1,-1
86,11,0,3150.22,1097.68,23.26,44.84,0.60,-1,-1,-1
87,1,1,501.39,533.54,137.44,258.59,0.92,-1,-1,-1
87,2,1,1227.76,1723.67,94.38,195.09,0.90,-1,-1,-1
87,9,0,3119.75,1095.22,21.35,46.43,0.55,-1,-1,-1
87,10,0,2832.74,903.76,20.61,48.01,0.60,-1,-1,-1
87,11,0,3150.30,1097.20,23.43,45.41,0.59,-1,-1,-1
87,5,0,2695.35,311.39,25.40,54.54,0.51,-1,-1,-1
88,1,1,501.56,533.84,138.29,260.70,0.92,-1,-1,-1
88,2,1,1227.27,1724.93,94.71,194.63,0.90,-1,-1,-1
88,9,0,3120.57,1095.03,21.93,47.83,0.56,-1,-1,-1
88,10,0,2832.72,903.88,20.83,48.37,0.51,-1,-1,-1
88,11,0,3149.90,1097.02,24.28,47.48,0.62,-1,-1,-1
88,5,0,2695.75,313.04,24.61,53.95,0.58,-1,-1,-1
89,1,1,501.02,534.17,138.50,261.28,0.91,-1,-1,-1
89,2,1,1227.32,1725.38,95.26,194.45,0.90,-1,-1,-1
89,9,0,3120.88,1095.40,22.10,48.34,0.60,-1,-1,-1
89,10,0,2832.19,903.02,21.95,51.19,0.54,-1,-1,-1
89,11,0,3148.42,1097.41,23.61,46.44,0.60,-1,-1,-1
89,5,0,2696.10,315.08,23.92,53.18,0.55,-1,-1,-1
89,12,0,3191.97,1049.09,24.78,59.40,0.60,-1,-1,-1
90,1,1,501.20,535.17,138.26,261.05,0.91,-1,-1,-1
90,2,1,1227.61,1727.32,95.81,194.39,0.90,-1,-1,-1
90,9,0,3120.83,1095.98,22.49,49.43,0.60,-1,-1,-1
90,10,0,2831.68,902.26,22.97,53.99,0.53,-1,-1,-1
90,11,0,3146.20,1097.55,26.58,52.43,0.66,-1,-1,-1
90,5,0,2694.51,315.96,23.55,52.99,0.65,-1,-1,-1
90,12,0,3192.81,1050.05,23.95,57.26,0.60,-1,-1,-1
91,1,1,501.90,536.44,136.89,258.29,0.91,-1,-1,-1
91,2,1,1228.01,1728.92,96.31,194.37,0.90,-1,-1,-1
91,9,0,3122.25,1096.19,23.27,51.60,0.56,-1,-1,-1
91,10,0,2831.70,903.27,22.93,54.20,0.54,-1,-1,-1
91,11,0,3147.95,1098.03,26.00,51.97,0.63,-1,-1,-1
91,5,0,2695.29,317.74,22.44,50.57,0.58,-1,-1,-1
91,12,0,3192.81,1051.43,24.21,57.69,0.60,-1,-1,-1
92,1,1,502.01,537.81,136.70,258.14,0.91,-1,-1,-1
92,2,1,1228.34,1729.49,97.04,194.37,0.91,-1,-1,-1
92,9,0,3123.52,1097.14,22.09,48.93,0.54,-1,-1,-1
92,10,0,2831.74,904.55,22.84,54.25,0.47,-1,-1,-1
92,11,0,3149.94,1098.66,23.22,46.41,0.61,-1,-1,-1
92,5,0,2695.50,318.53,22.20,50.21,0.59,-1,-1,-1
92,12,0,3192.55,1053.85,24.79,58.88,0.57,-1,-1,-1
93,1,1,501.37,538.08,137.55,260.10,0.91,-1,-1,-1
93,2,1,1228.33,1730.56,97.57,194.37,0.90,-1,-1,-1
93,9,0,3124.00,1097.96,21.62,47.83,0.50,-1,-1,-1
93,10,0,2831.94,905.92,22.42,53.37,0.52,-1,-1,-1
93,11,0,3150.50,1098.43,22.51,45.10,0.59,-1,-1,-1
93,5,0,2695.54,318.69,22.21,50.43,0.54,-1,-1,-1
93,12,0,3193.32,1055.57,23.26,55.38,0.55,-1,-1,-1
94,1,1,501.81,538.16,136.50,258.17,0.92,-1,-1,-1
94,2,1,1229.25,1732.72,97.67,192.59,0.90,-1,-1,-1
94,9,0,3125.70,1099.60,18.37,39.31,0.47,-1,-1,-1
94,10,0,2832.36,906.88,21.58,51.23,0.52,-1,-1,-1
94,11,0,3152.09,1099.26,19.46,38.25,0.59,-1,-1,-1
94,5,0,2693.92,317.40,23.70,53.87,0.57,-1,-1,-1
94,12,0,3193.79,1056.06,22.30,53.17,0.61,-1,-1,-1
95,1,1,501.19,538.40,136.79,259.01,0.92,-1,-1,-1
95,2,1,1228.56,1735.30,97.97,191.91,0.90,-1,-1,-1
95,9,0,3125.82,1100.21,18.09,37.94,0.44,-1,-1,-1
95,10,0,2832.66,907.68,20.96,49.50,0.54,-1,-1,-1
95,11,0,3152.57,1100.53,18.49,35.68,0.60,-1,-1,-1
95,5,0,2691.77,316.92,23.87,54.92,0.58,-1,-1,-1
95,12,0,3192.00,1056.64,21.99,52.48,0.60,-1,-1,-1
96,1,1,501.16,539.37,136.50,258.88,0.92,-1,-1,-1
96,2,1,1228.12,1737.12,98.43,191.67,0.90,-1,-1,-1
96,9,0,3122.90,1099.92,20.16,42.21,0.53,-1,-1,-1
96,10,0,2832.08,906.60,22.11,52.48,0.55,-1,-1,-1
96,11,0,3151.75,1100.45,20.11,38.72,0.61,-1,-1,-1
96,5,0,2690.55,317.49,22.95,53.02,0.45,-1,-1,-1
96,12,0,3191.41,1057.73,21.86,51.34,0.64,-1,-1,-1
97,1,1,501.49,540.39,135.70,257.72,0.92,-1,-1,-1
97,2,1,1228.62,1737.76,99.04,191.59,0.89,-1,-1,-1
97,9,0,3123.31,1098.95,21.60,45.41,0.54,-1,-1,-1
97,10,0,2831.59,905.77,23.09,55.31,0.43,-1,-1,-1
97,11,0,3151.27,1101.32,21.08,40.60,0.63,-1,-1,-1
97,12,0,3190.91,1058.53,22.43,51.93,0.61,-1,-1,-1
98,1,1,501.59,541.42,135.47,257.51,0.92,-1,-1,-1
98,2,1,1227.84,1737.95,100.28,193.36,0.89,-1,-1,-1
98,9,0,3124.02,1099.86,21.05,44.05,0.55,-1,-1,-1
98,10,0,2831.36,906.31,23.54,55.52,0.44,-1,-1,-1
98,11,0,3150.87,1102.09,21.85,42.23,0.67,-1,-1,-1
98,12,0,3190.64,1059.70,22.84,52.17,0.56,-1,-1,-1
99,1,1,500.84,542.02,135.62,258.11,0.92,-1,-1,-1
99,2,1,1227.91,1738.87,100.01,192.25,0.89,-1,-1,-1
99,9,0,3123.72,1098.87,21.98,46.18,0.58,-1,-1,-1
99,11,0,3150.73,1102.81,22.11,42.86,0.66,-1,-1,-1
99,12,0,3191.19,1062.36,21.72,49.55,0.50,-1,-1,-1
100,1,1,500.24,543.11,135.87,258.79,0.92,-1,-1,-1
100,2,1,1227.87,1740.97,99.15,190.05,0.90,-1,-1,-1
100,9,0,3123.63,1099.38,22.27,46.96,0.59,-1,-1,-1
100,11,0,3150.69,1103.07,22.17,43.11,0.64,-1,-1,-1
100,12,0,3189.72,1064.22,20.97,47.68,0.45,-1,-1,-1
101,1,1,499.39,544.84,135.44,258.16,0.92,-1,-1,-1
101,2,1,1227.37,1741.71,99.77,191.02,0.90,-1,-1,-1
101,9,0,3123.62,1100.45,22.33,47.26,0.62,-1,-1,-1
101,11,0,3150.49,1103.15,22.56,44.09,0.63,-1,-1,-1
101,12,0,3188.43,1063.90,22.28,49.85,0.46,-1,-1,-1
101,5,0,2689.49,322.43,20.89,47.92,0.51,-1,-1,-1
102,1,1,497.97,545.69,136.60,261.27,0.91,-1,-1,-1
102,2,1,1227.22,1743.73,99.02,189.61,0.90,-1,-1,-1
102,9,0,3122.91,1100.86,23.75,50.89,0.66,-1,-1,-1
102,11,0,3150.05,1103.60,23.41,46.22,0.65,-1,-1,-1
102,12,0,3190.24,1068.70,21.81,48.82,0.34,-1,-1,-1
102,5,0,2689.27,321.65,21.14,48.40,0.54,-1,-1,-1
103,1,1,497.91,546.65,136.55,261.77,0.91,-1,-1,-1
103,2,1,1227.21,1746.24,99.53,190.87,0.90,-1,-1,-1
103,9,0,3122.73,1101.44,24.10,52.25,0.65,-1,-1,-1
